review,star
관람객인위적인 캐릭터와 말도안되는 사건전개. 보는 내내 인상 찌푸려지던 영화  ,3
유쾌하지만은 않았던..재밌는 요소들이 있었지만 왠지 보고 나와서 기분이 좋진 않았어요ㅠ_ㅠ  ,2
아니 결과 뭐지 급하게 해피엔딩 ㅋㅋ 이게  반전인가 내가 졸았던건가?  ,1
코믹영화인척 SNS에 알바 판치는거 같은데 내용 전반적으로 너무 무겁습니다. 코믹영화인줄 알고 가족끼리 보러갔는데 돈 너무 아까웠습니다.  ,1
유해진 좋아하지만 이영화는..쫌...돈 주고 보기 아까움ㅜㅜ  ,4
재밌대서 봤는데 저는 재미없었어요  ,2
"중간에는 너무 재밌었으나 끝난뒤에는 너무 찝찝했던 영화.. 오래된 커플이나 부부들이 보러가면 괜히 의심들게 만드는 영화,,  ",7
이 영화를 가장 좋아하는 그룹은  ,1
재미는 있었는데 아무리 친구라도 불륜에 임신에 별로 좋은소재는 아닌듯  ,7
오바작작하지 ㅡㅡ^^^  ,1
이걸 보라고하다니 12000원내놔!!!알바엄청푼듯...ㅜㅜ  ,2
오늘도 알바들이 열일하는중  ,1
보고나면 뭐지? 싶은 재미있는 것도 없는것도 아닌.난 조조로 봤지만 그닥 추천하고 싶진 않고. 따분한 일요일 오후 단막극 또는 다큐 드라마로 볼법한 내용.  ,5
"관람객휴,....ㅋㅋㄱㅋ그냥그래요ㅋ  ",4
"저렴한 대사, 대상에 대한 혐오를 웃음포인트로 승화 , 혐오스럽다  ",1
노잼이었습니다 개인적으로..  ,2
로그인해서 처음으로 평점남겨보네요 개인적으로 보고나서 되게 찜찜한 영화예요..왜 이렇게 평점이 높은건지...마냥 웃을수없는 영화인데... 전 별로였어요  ,1
억지 설정의 극치. 영화라는것을 감안해도 이런막장이 어딨나싶더라. 결말은 철학적인 명언으로 마무리. 억지스러운것 투성이인데 이런게 평점 구점이 넘는것보면 영화 보는 수준이 너무 개돼지같다싶기도함.. 내가 수준이 뛰어나다는것은아니지만 이건너무하다싶다  ,1
스토리 전개가 너무 낮은 급이네요  ,6
관람객평보고 너무 기대한탓일까..중간중간 웃긴장면은 있었으나 어디서 웃어야할지.. 뭔가 찝찝한 내용..뭘보여주고 싶은건지..의미를 부여하고 우리에게  어떤 메시지를 전달하고자 했던것일까.. 어쩌라는건지..  ,4
여친이랑 헤어짐ㅠㅠㅠ  ,1
절대 저정도 평 받을 영화아님  ,1
존나 빻음... 의식 수준 보소 보는 내내 개빡쳤습니다  ,1
극단적인 현실반영인것 같다. 한국남성과 한국여성의 현실. 현실을 그대로 투영해서 비꼬는 것이 감독의 의도이길 바란다. 블랙코미디가 단순히 코미디로 소비되는 것만 같다. 선명한 의도를 내비쳤으면 속이 더 후련했을텐데  ,6
"그저 그렇게 본 영화, 뻔하고 예상가능하고 재미도 없고 잔잔하고 차분한 분위기에 졸법하면 성드립으로 웃기려고 노력하는 영화. 하지만 이 또한 배우들이 잘살려서 살아난 영화  ",2
한국은 불륜 살인 말고는 소재가 없나? 식상하다 똑같은 판에 맞춘듯한 영화들 계속 찍어내고.. 그들만의 잔치.  ,1
별로  개노잼  봇노잼 이상함  ,1
뭐가 웃긴지 잘 모르겠고 기분만 불쾌함  ,1
"글잘안남기는데 진짜 재밌었어요. 얼마나 재밋냐면 관객들 모두가 30분이상은 박장대소하면서웃을정도... 그리고 한가지 더, 현재 우리사회의 모순과 비밀을 콕집어낸다는점.. 청춘남녀할거없이 무조건봐야할영화  ",10
처음에는 재밋었는데 보면 볼 수록 재미가 없었다  ,6
영화 알바 제대로 풀었구나  ,1
"굉장히 불편했던 영화.예고편보고 기대하고 봤는데 엄청 실망하고 기분 개떡같아짐.굉장히 신선한 주제라고 생각했는데,그게 왜 이따위로 풀어내지는건지 최악의 영화.가십거리 자극적인걸로만 짜여진 내용에 말도안되는 전개. 진심 중간에 나가고싶었음  ",1
왜 0점은 줄 수 없지.. 옛날 구식 혐오 발언들로 넘쳐나는 개그들.. 끔찍합니다. 도망쳐요..  ,1
"진짜 재미없는데 왜 재밌다고하지 ,,,,  영화보고 나오면서 돈 아깝긴 처음인딩 ,,  ",1
그냥 발정난 한남충식 라이프를 보는 것 같았음. 전혀 정상적이지 않은 것을 일반화시키는게 너무 불편한 영화.  기분 좋게 영화 보러 갔다가 찜찜해져서 나오는 영화임. 알바 작작 쓰길.  ,1
알바푼듯ㅋㅋ반개도 아깝다  ,1
혐오로 가득 찬 영화. 노잼  ,1
댓글 알바 풀어놨나봐ㅋㅋㅋㅋ?  ,1
일상의 무서움을 상기하게 하는 영화. 촬영 또한 쉬운 작업은 아니었을듯해요. 잘 봤어요.  ,8
관람객오전에 보고 왔어요~^^♥오랜만에 신나게 즐길 수 있는 영화였어요.ㅋ모든게 쫀쫀한 영화... 강추입니당~!  ,10
찝찝함만 남네요 보지마세요  ,1
쓰레기같은 영화.. 절대 보지말것. 온갖 혐오가 범벅된 영화에 웃는사람들의 수준이 의심될 정도  ,1
초반은 웃었으나 뒤로갈수록 불륜.외도.동성애조롱.섹드립으로 불쾌해진다 . 내 애인혹은 배우자가 친구혹은 지인이랑 바림피는 중일지도 모르니 상쳐받기 싫으면 폰을 보지말라는 교훈을 주는 영화  결말두  파리의연인 생각났음  ,1
X] 스토리도 쓰레기 정말 이런걸 영화화하는 이유는 혹시나해서...막장이면 웃겨도 괜찮은거냐 술꾼 김지수는 이래서 출연했나 막장이라서  ,1
불륜 미화에 퀴어를 웃음거리로 삼아놓고 마지막엔 그게 누구나 안고가는 비밀이고 남자들 사이에선 의리인 마냥ㅋㅋ 진짜 더럽고 불쾌했습니다 비혼 결심하게 되는 영화네요 아 내 9000원;  ,1
재규야 정신 좀 차려라. 시대흐름 못읽냐 주변 사람들 표정 장난아니였다. 다들 불쾌한 표정  ,1
이토록 '완벽한' 시나리오!탄탄한 연기력의 매력적인 캐릭터들 덕분에 지루할 틈이 없었다.기대를 하고 봤음에도 기대를 뛰어넘는 유머코드와 재치로 기분좋은 2시간을 선물받은 기분~^^저는 강추합니다♡  ,10
짜릿하고 흥미롭다 주제가 쇼킹이다  ,10
관람객두번 볼거에요ㅠ짱잼!!!!  ,10
볼만한 영화!! 여자 친루랑 보면 안될듯  ,9
관람객작은 공간에서 꽤나 알찬 연출. 하지만..누군가에게 추천하고싶지 않은 영화  ,6
연기는 정말 최고였지만참...씁쓸하다  ,4
설정과 배우들의 연기력은 뛰어났으나  이야기의 설명이 부족했던 아쉬운 영화. 조금만 더 다듬었다면 훨씬 좋은 영화가 됐을 것.  ,5
이서진 연기가 너무 어색해서 손발이 오그라들었다..  ,6
재미 없음 이서짐 연기 발로 함  ,2
돈내고 영화관에서 보기엔 아깝다.  기발한 소재인듯하나  진부하다.. 시간이 지날수록 남는게 없다.  ,1
분명 웃긴 장면은 있었지만 참 기분이 찝찝하고 불편했습니다 ㅋㅋ 안 본 눈 사요~  ,3
"솔직히 가족 , 부모,  연인끼리 보러가면  ㅡ 엄청 뻘줌할듯 ㅡ  사실상 음담패설로 웃음을 자아내는 영화인데,  ",3
관람객억지스러운 설정.. 과한 설정... 그냥 킬링타임용으로는 좋음.. 이서진 연기 왜케 오글거리지..  ,6
이서진 발연기 이하생략  ,2
한국영화에기대를너무많이했던걸까..  ,4
"관객들의 웃음코드를 정말 잘 짚었지만농담이나 장난으로 주고받는 말이나 행동들이불건전했다내용면에서 건강하지 못 한 내용들이 다 는 아니지만 '이래도 괜찮다', '이게 뭐 어때서' 라는 느낌을 웃음으로 승화시키며 은연중에 전해주는 의도가 느껴졌  ",1
평점 알바들 난리낫네ㅋㅋㅋㅋ  ,1
방금 보고 왔는데 제 스타일은 아니라서 지루했네요....  ,1
참~~평점에 낚임.극장에서 볼 영화는 아님.  ,4
이 영화가 왜이렇게 고평가 받아야 하는질 모르겠음... 무엇을 이야기 하는지... 바람을 피워도 가만히 있어야 하는 건지.. 이야기 하지말고 가만히 있으면 아무일 없는게 되는건지... 인셉션 장면은 오마주 했니... 그거보고 의문만 들음  ,5
웃기긴하다. 내용은 쓰레기ㅋㅋ  ,6
두시간동안 술자리에서 친구들이 싸우고 신경전 벌이는걸 지켜보는 기분이다.가끔씩 웃음포인트라도 없었으면 숨막혀죽을뻔  ,1
왜 다 십점이어요?   이상해서  ,6
"웃긴 장면이 있는건 사실이다 하지만 그 장면에서 웃어주고 싶지 않았다혐오를 웃음 코드로 쓰는 영화, 그 자체에 환멸이났다  ",1
의외로 지겹고 재미없었던 영화.  ,3
별점 어이가 없다 재미 없다  ,4
노잼... 보헤미안 볼걸  ,1
이영화가 이정도로 평가 좋은 영화인건가? 현실성이 있어서? 아님 현실적이지 않아서?  ,4
알바들 장난아니네요~10점은 티 안나게 피하셨어야죠!^^  10점 영화는 아니니 마음 비우고 보시면 나쁘지 않으실듯 하네요  ,6
시간과 돈 아까운영화네요     수준높이세요  ,1
알바 풀었냐? 한장면 웃기는거 빼고는 나머지는 대체 주인공들이 왜 저러는지도 모르겠고 그냥 억지로 만든 코미디?아줌마들만 웃던데.진짜 걍 그랬음  ,4
아직도 이런 개그를 팔고 또 거기에 웃어주는 사람들이 있다는 게 공포다  ,1
영화자체는 웃겼는데 내용상으론 정말 별로 결혼할생각없는분들은 보지마세요... 더하기싫어짐 남자들이 실제로 그런다는건 아니지만  ,2
말 같지 않은 영화....웃음있는 영화는 맞지만...작품성이 너무 없고...우리 대한민국 영화 최근 현실을 보게됨 ㅜㅜ  ,2
"여혐 요소, 퀴어 혐오 요소가 가득한 영화  ",1
"관람객평점이 왜이렇게 좋은지 이해안가는,,  ",1
"OOO같은 영화. 유해진이 억지로 웃음캐리 하다가 개막장스토리 감당 안되니까 감독이 인셉션연출 똑같이 모든것이 꿈이었다 치트키씀. 불륜 걸리지말고 하자는 미화 극혐, 성소수자옹호 극혐, 개막장 불륜임신은 숨기고살자 뭐이런 의미를 닮은 쓰레기 삼류작품.  ",1
개지루했음. 사람마다 이렇게취향이 다르구나....  ,1
연기도 흐름도 억지스러워 불편하고 답답ㅋㅋㅋㅋ평점 무엇  ,1
공감1도안됨 쓰레기천지 보는내내 지루하고 불편함차라리 보헤미안랩소디를 2번볼걸 ㅜㅜ  ,1
"고딩때 연속으로 딸7번 쳤다,여고생딸이 가방에 콘돔가지고 다닌다,친구마눌 임신시키고,동성애,혐오스럽고 역겨운 내용에 분위기도 심각하고  빵터졌다는 사람  한국최고영화라는 사람들을  어떻게 이해할까?.내가 이상한건가?인생작이 정상?슬픈 현실 평점에 속음  ",1
너무 웃어서 스트레스  풀었어요 ~  ,10
웃다가 끝난 영화였어요. 하지만 끝나고 나면 좀 생각해봐야하는 내용입니다. 꼭 보세요~  ,10
어디가 잼있는지 모르는 영화 나만 웃음의 코드가 틀리나?   걸작선님 리뷰 부탁드립니다.  ,2
인간의  감정중  남녀간의  문제에  집중했다는것   아쉽네요  ,4
"웃긴장면이 있다만, 비정상인 부부가 정상인 분위기; 친구의 부인과 불륜에, 바람에 ; 이게 어떻게 현실적이라 그러지;;  ",1
관람객소재는 신선했지만 마무리가 ㅠㅠ  ,6
관람객돈주고보긴아까운ㅇ영화  ,4
극장에서 봐서 볼만한 정도지 집에서 보면 핵노잼일듯..뭐가 꿀잼인지..중간중간 웃긴장면 두세개 있는듯..스토리도.참...결국은 불륜..  ,4
중간중간 몇번 웃긴거 빼고는 너무 심심한영화 돈주고 보기는 아깝네요  ,6
이러고도 같이 살아야하나 라고 생각할때 영화는 산으로 간다. 해결책은 아니다.  ,7
관람객인간의 내면을 적나라하게 묘사했고생각을 많이 하게 하는 영화 평점이 높을만큼 재미있는건 아님  ,2
앞에서 친한척 굴고 뒤에선 재수없다 까내리는 전형적인 여적여 프레임. 또 차라리 끝까지 코미디였으면 재미있는 막장 드라마 한편 본 것 같고 말텐데 이도저도 아닌 교훈 남기기...그냥 속고 사는게 낫다? 근데 그러기엔 너무 큰걸 속이는 것 같은데...  ,6
평점만큼 재미있는지 모르겠네요.ㅜ 그저 유쾌한 영화인줄 알고 봤는데.. 아니더군요  ,6
호불호가 갈리는 영화 내용은 없음  ,2
이게 재밌다고? 할말이없네 참..  ,2
"뿌려놓은 떡밥 회수가 귀찮아서 남의 영화에 묻어가려는 건 절대로 오마주가 아닙니다. 또 관객들은 바보가 아니니 문제의 장면을 두 번이나 보여주고, 배우들 입으로 확인사살 시켜주실 필요도 없습니다. 영화 만드는 게 귀찮으시다면 안 만들면 됩니다.  ",2
"게임을 시작해 비밀이 드러난게 해피엔딩일까, 묻어두고 사는게 해피엔딩일까.  ",8
평점이 말도안되게 높아서1점준다  내평점은 6.5 좀 웃기긴함..이서진 연기 왜케못함..? 연기공부 다시해야됨..캐스팅을잘못한듯..진심..  ,1
블랙만 있고 코믹은 없네요.  ,2
이 영화를 본 내가 짜증남  ,1
오랜만에 신랑이랑 영화관 데이뚜~뭘볼까하다  현재1위~코믹해?~ 평이너무좋길래~선택...보다가  중간에 나왔다.집가는길..신랑테  한소리묵음.ㅡㅡ이거예매했다고?취향차이이긴 하나?알바들 풀었었나?나중에 지베서 보기용임~극장에서 보기엔 돈아까움  ,2
관람객배우들의 연기력은 뛰어나지만지은죄 없이도 맘 불편해지는 영화 고로 커플은 안보는게 정신건강에 좋을듯  ,1
현실에선 호구같은 조진웅같은 남자. 없다  ,1
한국에서 이런 스타일의 영화가완벽한 짜임새를 이루며 성공할 수있다는 것만으로 신선하고 반가운 일.너무 천편일률 조폭 범죄영화가 난무하는 충무로에서 말이지  ,10
시대흐름을 따라가지 못하는 사람들이 이렇게나 많다  ,1
보지마라 이거보고 헤어졋다  ,1
걍 한국영화는 기다렸다 명절때 보셔들  ,1
너무 과하고 불쾌했어요. 영화 왠만하면 잘보는데 안본눈사요 진짜..  ,6
방금 보고 나왔는데 사실 별기대 안하고 갔다가 너무 재밌게 보고 나왔습니다 배우들 연기력은 물론 스토리도 완벽 지루할틈도 없었습니다 대박 날거같아요  ,10
코미디인데 스릴러 못지 않은 긴장감이 있네요 ㅎㅎ 볼만합니다  ,8
재미 긴장 공감있습니다. 각본쓴사람 잘썼다! 연기도 자기옷입은듯 잘했음..  ,8
이야 진짜 재밌게 잘봤어요!!ㅎㅎ  ,10
와우ㅋㅋ진짜생각지도못하게넘잼있어요~^^  ,10
공감~만배~심장 쫄깃ㅋㅋ^^  ,10
진짜 영화! 연기 최고! 재미 만점!  ,10
유해진빼고 다 별로..  ,1
재미없어요 웃기지도 않고.. 무슨 메세지를 주려는 지도 모호해요 너무 억지인 설정도 많고 대사 수준도 시대에 뒤떨어진 느낌.. 배우들이 아까움  ,1
염정아 유해진이 다한 영화. 염정아가 이렇게 연기 잘하는줄 몰랐음.  ,9
